s1,s2,label,pred
怎么办啊，想要不无聊了,我太无聊了，怎么办,1,0
我怎么收不到验证码,而且我收不到验证码,1,0
桌面小插件怎么删除,我想删除桌面上的一些插件,1,0
跟你说话浪费口水拜拜,不理你了再见,0,1
害怕啥呢,什么东西是你在害怕的,0,1
怎样设置手机充电时产出声音,怎样设置手机自动充电铃声,1,0
你的性格怎么样啊,脾气怎么样,0,1
我的网络部,我的网络不好怎么办,1,0
听你的都可以,都可以呀,1,0
那我就放开你了,真的那我就直接放弃你了,0,1
这就没意思了,那就没意思了,1,0
我一会就走,我得走了,0,1
那你爸爸妈妈是谁,你家人是谁,1,0
人生是什么,什么是人生,0,1
充电缓慢速度变化,充电速度变慢,0,1
你长什么样子,你说你说你好看吗,1,0
你别在我喜欢的人面前说我了,你别说我,1,0
我告诉过你啊,我在哪告诉过你,1,0
那孩子呢,是跑哪去了呢孩子,0,1
北京时间现在是几点,现在几点,0,1
手机打电话听筒没有声音是为什么,手机打电话来为什么没有声音,1,0
什么机型支持无线充电,支持无线充电的机型,0,1
帮我退出斗地主,退出欢乐斗地主,0,1
忘不了他,感觉好像忘不了他一下,0,1
我结婚了,我婚了，你呢,1,0
你是真的吗,是真的吗,1,0
搞笑的段子,还想听一个笑话,0,1
我再来给你讲个笑话吧,重新再讲一个笑话,0,1
我就不能不找你聊天吗,我为什么要找你聊天,1,0
这就是什么意思,是什么意思,1,0
走了，一起快活去,来呀快活呀,1,0
呼叫爸,呼叫孩子他爸,1,0
小布你给我讲个故事，小布给我讲个哟故事,一个故事，请播放一下,1,0
你在工作,你在干啥你在干啥,0,1
我没生你的气呀,真没生气我,1,0
你眼睛小吗,你眼睛好小啊,1,0
帮我做一份外卖吧,现有外卖吗,1,0
手机号码怎么存储手机卡,怎把手机号码导入卡里,0,1
本机支持五g吗,本机是五g吗,0,1
不相信我说的话,你不相信我,1,0
你跑得快吗,你跑的能跑多快啊,0,1
我的手机连接的哪个5g基站,你好，这手机的5g在哪里,0,1
播放肖战的歌曲,肖战唱的歌,1,0
我不敢看,我哪里不敢看,1,0
伤心什么呀,何故如此伤心,1,0
太讨厌了你,很讨厌你的,0,1
我该休息了吗,我现在时正在休息,1,0
我怎么来月经了,我来大姨妈了,1,0
我就有点难过了,我难过的只有一点,1,0
我要听给我一首歌的时间,给我一首歌的时间,0,1
你不要理我,你可以不说话吗,0,1
你有微信号吗,你微信号码是多少,1,0
忘记文件保险箱密码的解决方法,忘记私密保险箱密码的解决方法,1,0
你会唱一首歌,唱歌的时候，你会唱什么歌,1,0
我该咋叫你呢,为什么我叫你,0,1
自己关闭,把自己关闭了,0,1
你们认为我相信爱情吗,相信情爱你觉得呢,1,0
刚才那个不好笑,那个不是很好笑,1,0
我想一个笑话,我想听个玩笑,0,1
附近有按摩店吗,附近的按摩店哪家好,1,0
我想去写作业了,想写作业,0,1
我不是君子,君子不可能是我,0,1
我是我的儿，你管我叫我爹，是谁,你是你儿子我叫什么,1,0
你找男朋友了吗,你的男朋友出现了吗,0,1
做了个梦我的梦,小冰我做了个梦,0,1
哪外是大笨货，哪里是傻蛋,你是不是个大笨蛋,1,0
等的拼音怎么写,等等的拼音,0,1
你觉得我还能成为马云吗,马云说：我能成为马云的人吗,0,1
我不能请你吃啊,可惜我不能给你吃的,0,1
我不愿意接近你,我很嫌弃你,0,1
很感激你的帮助,哈哈谢谢你,0,1
3D中奖号码,福彩3D开奖号,0,1
一个人寂寞怎么办,我寂寞了怎么办,1,0
我没有说过喜欢你,他们都认为我没有说过喜欢你,0,1
小布六点十分叫我起床,明天六点十分叫我起床,1,0
没事就走了怎么了,然后我就走了,1,0
在哪里找搬家,手机搬家从哪里找,0,1
你听不懂人话,你听不懂这个句话吗,1,0
我要手机找回,我要查找手机,0,1
线上和线上价格一样嘛,线上和线下价格一样吗,1,0
我太可以了,我觉得我可以,1,0
我现在给你关机了,我要把你关掉,1,0
我生气了吗,我想让你看看我生气了吗,0,1
现在买oppo27大概价格是多少,现在买全新的oppo27的价格,0,1
听三国演义,讲三国演义,0,1
你给我解开密码,我解开密码,1,0
这个就是那个,哦就是那个,0,1
拨打火警电话需要付费吗,在我国拨打火警电话需要收费吗,0,1
oppoR15,oppr15,0,1
帮我打一下王者,能不能帮我打王者,0,1
怎么办呢我没有钱吃饭,没有钱吃饭,1,0
充电数据线l是什么意思,手机数据线l是什么意思,0,1
你在哪工作,你工作的地方在哪里我送你去吧,0,1
我想知道什么行业好做,我想你了解更多的行业,1,0
我说不要你了,我说的我不你了,1,0
没有钱还没钱,我没钱也没有钱,1,0
注册新的账号,注册账号,0,1
小布可以设置自定义回答吗,语音的小布可以设置回答吗,1,0
oppo watch和oppo账号解绑,oppowatch账号解绑,0,1
我最近挺烦的,最近比较烦,0,1
飞机的英文怎么写,飞机的英文怎么读,0,1
今天新闻,今日资讯,0,1
你的新功能,你的新功能是什么,0,1
描写春天景色的词语有哪些,描写春天的词语,0,1
切换随机歌曲,切换歌曲,1,0
我舍不得，怎么办,很多我舍不得,1,0
在干嘛呢你,现在宝贝在干嘛,0,1
立刻的近义词是什么,立即的近义词是什么,0,1
他还爱我,你说他是不是还爱着我,0,1
不知道不知道啊,我不知道，但是我不知道,1,0
我的耳机连不上蓝牙了,我的蓝牙耳机连不上,0,1
我好寂寞呀,没有朋友陪伴,0,1
你有底线吗,你应该有底线吧,0,1
那谈谈呗,谈谈啊呼呼,0,1
我要把你自己关闭了,闭上好，或不闭上好,1,0
屏碎保的介绍,查下我的屏碎保,1,0
福州烤鸡翅好吃吗,人生一串福州烤鸡翅,1,0
温州天气预报2016,温州天气,1,0
我要听个冷笑话,再给我讲个笑话,1,0
彼得用英语怎么说,彼得英文,0,1
现在干嘛呀,你在干嘛？你在干嘛呢,0,1
我还是爱你的,你还是我的,1,0
帮我写一下,帮我写一个,1,0
支付宝花呗在哪,如何打开支付宝花呗,0,1
打电话给你钱,打给你钱,0,1
你是个很棒的人吗,你也可以啊,1,0
中午吃什么,中午吃什么了吗,0,1
我很生气讲个笑话,我很生气,1,0
你啥不知道啊,有你不知道的吗,1,0
沧州限什么号,沧州限行,0,1
来一首笑话,讲我想听笑话,0,1
不乐意和你说话了,不听你说话,0,1
我很高兴我的余生都是你,很高兴能遇见你余生都是你,1,0
你有没有头发,你是不是秃头,1,0
发信息来了,来了一条信息,1,0
软件商店下载时自动暂停,为什么我下载的软件会自动停止,1,0
那你可不可以陪我聊会儿天,能陪我聊会儿聊会儿天吗,0,1
把你自己关闭了,闭上好吗,1,0
好吧谢谢啦,好的吧谢谢你,1,0
很好谢谢的英文,很好谢谢的英文怎么读,1,0
对你表白,我希望能和你表白,0,1
世界艾滋病日,世界艾滋病日是什么时候,1,0
你怎么用的,小布你可以干嘛,1,0
帐号绑定号的操作方法,帐号绑定手机号的操作方法,1,0
怎么换成老版本,怎样旧版本更新,0,1
你妈妈升天了吗,你妈妈去世了吗,1,0
你知道的好多呀,你视野好宽阔啊,1,0
泡沫剧是什么,肥皂剧是什么? ?,1,0
拍一张图,给我拍照吗,1,0
你有没有穿过短裤,你穿短裤吗,0,1
你这个名字一点都不好听,这个不好听,0,1
我爱一个人,我的爱只给那一个人,1,0
还有什么节日,是什么节日,1,0
快手我的主页怎么打开,快手怎么打开？请帮我,1,0
你结婚吗,你今天会结婚吗,1,0
怎么打开截图,这种截图怎么打开,0,1
你这个调皮鬼,你又调皮了,1,0
开什么码,开奖号码,0,1
我知道你是跟我聊天呢,那你和我聊天吧,0,1
哈哈哈真好笑啊,爱你说的真好笑啊,1,0
58除以二,58除以二等于多少,0,1
怎么qq语音讲不出来,我的qq为什么不能语音聊天,1,0
怎样直接呼出语音,怎样直接呼出语音助手,1,0
如何召唤游戏助手,游戏助手怎么打开,1,0
怎么调手机来电时的接听和挂断按钮,手机来电提示来电怎样挂断接听,1,0
要不要这样,能不能不要这样啊,0,1
a92s有语言嘛,a92s有语音嘛,0,1
你可以跟我谈恋爱吗,你要跟我谈恋爱吗,1,0
猪是怎样说话的,你连猪怎样说话你都不知道,0,1
莫非我想活,我不想活,1,0
来个笑话吧,讲的笑话,1,0
周六天气预报,周六有雨吗,0,1
没有人生你气,我这么爱你，我生的气，你会怎的,1,0
怎么调节屏幕显示时间,怎么调整屏幕时间,0,1
你太会说话了,你会说话吗,1,0
你不要管了行不行,你不要管,0,1
成语接龙啊,小布玩成语接龙,0,1
截屏帮我截屏,打开我的截屏,0,1
陪我玩脑筋急转弯,你给我出一个脑筋急转弯,0,1
我对自己开了一枪,开了一枪,0,1
九月29是星期几,农历九月29是星期几,0,1
你知道密码吗,我不知道密码你能知道吗,0,1
那你做什么,这是做什么你知道吗,1,0
相信自己就好了,而你相信自己，那你就是这么样相信自己的人,1,0
你想干嘛呀,你有想干的事请吗,1,0
我没有出来怎么可能呢,我又出来了,1,0
这个事你不要参与,关你什么事,0,1
杨紫是我的,我的杨紫,0,1
我有点难受,我为什么会难受啊,1,0
你到底懂不懂,真的不会懂啊,1,0
你可以这样的吗,我可以这样跟你说,1,0
双方在一起吧,咱们在一起吧,0,1
你甘愿陪我吗,外面打雷我怕我好吗,1,0
我不是你的妈妈,你的妈妈另有其人吗,1,0
讲个笑话我听一瞬,热笑话,1,0
手机有nfc功能的机型,哪个手机有nfc,0,1
关闭小布视频,关闭视频,0,1
我要看王者荣耀大乔,王者荣耀大乔,1,0
我感觉我现在很讨厌我,我讨厌你，你会讨厌我吗,1,0
是不是你放的屁究竟,是你放的屁,0,1
三点一四乘十二乘十二,十二乘三点一四,0,1
你是不是顶用,你有没有用,1,0
笑话冷笑话,讲段笑话,1,0
查询授权维修点,查询维修地点,1,0
开启忘记密码,忘记密码,1,0
你真好啊,您好是因为什么,1,0
为你做任何事我都心甘情愿,我真的好爱你哦,0,1
可是你没有,然后你没有,0,1
你该了解有更好的行业,我想让你知道什么行业比较好,0,1
哇你真聪明伶俐,你太聪敏了,0,1
一点儿都不好笑,一点都不好笑再讲一个,1,0
你哪里可爱,好看的地方你有吗,1,0
我害怕去那边,我不敢过去,0,1
屏幕出现水波纹的原因,屏幕按压时出现水波纹的原因,1,0
今天几点下班,那几点下班,1,0
你真会说谎,说实话会死啊,0,1
那我就不知道,我说我不知道,1,0
我要听财经新闻,财经新闻播报,0,1
想听一个笑话,我来个笑话,0,1
电池温查询,电池温度在何查询,0,1
那你咋想的呢,那咋的呢,1,0
有什么用处,你还可以干什么,0,1
导航导航导航,开个导航,0,1
进被子吧,我进被窝了，怎么办,1,0
你在忽悠网,你是忽悠,1,0
别把我放心里了,忘了我吧,1,0
定一下明天六点半的闹钟,定一下明天早上六点半的闹钟,0,1
今天应该穿什么衣服,我今天应该穿什么衣服,1,0
oppoa7庸清楚内部包装,a7包装清单有哪些,1,0
都在等你应答你快点说出来,快说话啊,0,1
我们分手了怎么办,我们分手吧,1,0
咋不说话啊,你一直不说话呢,1,0
我很生气，讲一期笑话给我,我很生气，我很生气,1,0
我觉得我不行了,我要放弃了,0,1
我们来猜谜语吧,猜谜语吗,1,0
a11护眼,a11护眼模式,1,0
我没有开心,你能不能看出来我没有开心,0,1
给我讲几个笑话,讲个幽默笑话,1,0
但是我还是很难过呀,我好难过啊,0,1
OPPO手机价格表,OPPO手机多少钱,0,1
为什么你看不出我很着急,我很着急,1,0
你会干嘛,你能干什么呀,0,1
手机格式化了怎么找回以前的东西,找回手机里面格式化在哪里操作,1,0
请你过来,你上我这来一下，可否,0,1
不晓得啊,不晓得这个,1,0
对象不要我啦,男朋友不要我了,1,0
打开网易云播放我喜欢的音乐,打开网易云播放我的音乐,1,0
我知道孤独的感受,我孤独呀,1,0
我被男朋友抛弃了,我的男朋友居然抛弃掉了我,0,1
讲一个笑话吧小布,再听一个笑话,0,1
设置闹钟声音,设置闹钟铃声,0,1
王凯一点也不帅,王凯一点都不好看,1,0
本机电池容量,本机的电量,0,1
你不要管他,他爱运动你就不要约束他运动,0,1
正方体的表面积,正方体的表面积怎么算,0,1
充电线断了怎么办,请问充电器的线断了怎么办,0,1
怎样将手机中的软件移至sd卡,手机中的应用怎么转移到sd卡上,0,1
今天我梦魇了,我今天做了一个梦,0,1
怎就不懂我啊,不懂你不懂我吗,1,0
给我讲个故事笑话,给我讲个故事,1,0
听话我会的,我要听话,1,0
我和你谈好吗,我能不能跟你说话,1,0
今天的你好美啊我喜欢,今天你很美,0,1
你觉得自己不漂亮吗,不漂亮吗,0,1
我感觉头晕眼花,我有点头晕,1,0
手机储存异常怎么办,手机储存异常是怎么回事,1,0
那你别回来了我生气了,那就别回来了,1,0
你好我的手机什么时候维修,我的手机什么时候能维修好,0,1
你夸我长得好看,听到你们夸我长得好看我就很开心,1,0
那你能嫁给我吗,你可以嫁给我么,0,1
你没有说对过一次,你什么都说错了,0,1
我十分想听懂英语,我听不懂英语,1,0
导航去加油站,导航去附近的加油站,0,1
真的没有想说的了,说什么好呢,0,1
摸摸你的头,你的头可以让我摸吗,0,1
刚好我想你,刚好你发消息时我在想你是什么歌,1,0
请帮我充电,这怎么好意思请你帮我充电呢,0,1
猜字谜游戏,来玩猜谜语,0,1
没有人在这里了,人都走了,0,1
讲个笑话给我听一下,连续听笑话,1,0
小布你有什么,你可以干嘛,0,1
oppo手机荧光屏多少钱,oppo r15的屏幕的刷新率是多少,1,0
打开电台,打开电台播放电台,0,1
商鞅变法的作用,商鞅变法的影响,0,1
你找别人陪你吧，就不去吧,我才不去了。我才去,1,0
继续用英语怎么说,继续的英语,0,1
游戏中心游客体验模式,游戏游客体验模式,1,0
为什么女孩子那么主动,为什么有的女孩子会主动,0,1
换一首,一首歌唱的，换首歌,1,0
四十四乘以六点四乘以三点一乘以十六,三点一四乘以十六等于多多少少,1,0
直角三角形的面积公式,直角三角形的面积怎么算,0,1
原谅你了,还能不原谅你啊,1,0
肚子里的墨水不足了吗,是不是没话说了,0,1
我不要出去，我不想出去,你不出,1,0
手机变更无法新版微信,微信无法更新。,1,0
我call了,我想call我,1,0
压力好大,我现在压力很大,0,1
音量百分之一百,音量百分之百,1,0
你觉得我看到你啊,我看到你,1,0
一点也不好修,我修不来,0,1
我感觉好无聊啊,这么这么无聊,1,0
能帮我打开qq吗,给我qq打开,0,1
你可能打不过我,你打不过我吧,1,0
赶快好好找一下自己的问题,赶紧去面壁思过,0,1
我能问个问题吗？,可以询问你个别问题,1,0
但是手机关机了还可以定位吗,手机关机了能定位吗,1,0
你是我老婆吗,你要不要做我老婆,1,0
cdma安,cdma的介绍和使用,1,0
大概快手,我要玩快手,1,0
小布给我讲个故事,讲一个睡前小故事,1,0
你想骂你，你让不让,我骂你，我可以吗,1,0
手机使用4g定位不准确的解决方法,手机不能用4G正确的定位了,1,0
现在什么游戏最好玩呀,现在有什么游戏好玩,1,0
我要听的笑话,讲个讲个笑话,1,0
说些什么呢,能不能说点什么呢,0,1
已经不能再多了,这么多啊,0,1
我叫公主,我会被叫公主,0,1
排列五今天开什么奖,排列五今晚开什么奖,1,0
我快不行了,我要死了,1,0
可是我讨厌你,你那么讨厌干嘛,1,0
小布讲个笑话吧,小度小度我想听笑话,0,1
我不需要你了,我不需要,1,0
我真的有媳妇,我已经有女朋友了,1,0
王者荣耀有哪些英雄,王者荣耀有多少个英雄,0,1
手机恢复出厂设置激活设备密码是多少,手机恢复出厂设置的密码是多少,0,1
今天穿的衣服好不好看,我穿这件衣服好看么,1,0
请问人工服务电话,请帮我打个人工服务，谢谢,0,1
r9m屏幕多少钱一个,r9m屏幕多少钱,0,1
爆表什么意思,是什么意思呀,1,0
给一个笑话给我听一下,一个搞笑段子,0,1
双色球开什么码,双色球的号码,1,0
六点零一分的闹钟,六点零一的闹钟,1,0
你会做哪些东西啊,你会做什么啊,0,1
帮我直播,我要开直播,1,0
一乘二等于几,二乘一等于几,1,0
手机没怎么下载东西就很占内存都要是为什么,这里我怎么没下载什么东西就很占内存呢,0,1
听故事听故事,我听故事,1,0
见到你我好开心呀,好很高兴见到你,0,1
你猜我叫什么呀,你可以把我的名字猜到的,0,1
我想说我会爱你多一点点,难道我真的爱你多一点点啊,1,0
这个故事不好听,这个故事不好听换一个,1,0
走喝酒去,难道不能去喝酒吗,0,1
QQ电话,QQ通话,1,0
你不觉得你该减肥了这么胖,你这么胖减什么肥,1,0
会说四川话吗,说两句四川话,1,0
给点颜色你就开染房,给你点阳光你就灿烂歌词,1,0
你是头猪,我看你是头小笨猪,1,0
你告诉我你能喝多少,你能喝几瓶啤酒,1,0
作业写完了吗还玩,你别玩了,1,0
你可以做些什么,你擅长的是什么,0,1
我觉得自己好聪明啊,我觉得你好聪明啊,1,0
我可能跟你生气吗,我不敢生你的气,1,0
你有我聪明吗,你的智商比我的低多少,0,1
wifi密码是多少,我们这的WiFi密码是多少,1,0
你知道我是谁吗你有小家伙,嗯你知道我是谁吗,1,0
奇了怪了,感觉不太正常,1,0
为何我见到你也开心呢,难道我见到你就不开心了,0,1
谢谢谢你,谢谢谢谢谢谢啊,1,0
我用手机相机拍的照片为什么看不清,为啥相机看不清楚,0,1
不知道啊,你都不知道啊,1,0
我想让你吃饭,不吃饭了吗,1,0
我要上班,我上班去了,0,1
今天没有,我今天没有,1,0
二十除以八十,八十除以二十,0,1
我想做个梦给你,我做了一个梦,1,0
你在不在啊我找你有事,你好小猪小猪,1,0
痛死我了,折磨死我了,0,1
手机什么时候可以升级,手机升格常新什么时候更新,1,0
你让我能说什么,你让我说什么,1,0
一起玩跷跷板,肯定一起玩跷跷板,0,1
想想跟你聊天的主题是啥呢,和你聊什么天,0,1
煎饼怎么做,煎饼果子怎么做,0,1
今天可以陪我吗,可以陪我吗,1,0
手机里的生活好吗,你住在手机里吗,1,0
我闲的生你气啊,我就跟你生闷气,0,1
你能给我放首歌听吗,唱首歌给我听吧,0,1
来一下，玩一下,有玩具的来玩一下子,1,0
a92s支持哪些解锁,a92s支持的解锁,1,0
如何能让手机省电,手机耗电太快如何才能更省电,0,1
别滚了回来,走吧别回来,0,1
我要玩脑筋急转弯游戏,搜索脑筋急转弯,1,0
庆祝我的生日,我过生日啦,1,0
是不是脑子有病,脑子短路了吗,0,1
小布酒吧,找个酒吧,1,0
我有一个字，不认识,你们知道这个字怎么念吗我认识的,1,0
快点充电了,要充电了,0,1
你的qq是多少,你把qq发个我,1,0
借我喝奶茶,你们会不会给我20喝奶茶,1,0
十二星座是什么,星座十二星座,0,1
你来我请你,好好请你一起来,0,1
上厕所的声音,打开声音放屁声,0,1
我姐姐打电话,我要打电话给姐姐,0,1
什么情况什么情况,这种事怎么会发生,0,1
你听不懂英语吗,你听得懂英文吗,1,0
我要蛋糕,蛋糕蛋糕蛋糕,0,1
连不上便携式wifi,手机连不上WIFI,1,0
相机找到,照相机打开相机,0,1
我爱老婆,我永远爱我老婆,0,1
不晓得啊啊啊啊,不晓得这个怎么回事,1,0
我不想看了,看着你我头疼,1,0
附近的宾馆有哪些,附近的宾馆有没有,0,1
打开QQ打开QQ,打开QQ的,0,1
唱一首少年的哥,唱一首少年,1,0
说话都不会？,你不会说话吗,1,0
哪里有充电宝,附近充电宝,1,0
电池存不住电量，怎么办,电池跑电怎么办,1,0
连接个人热点,个人热点,1,0
帮我叫外卖,我要叫外卖,0,1
小度小度天气,看看今天的天气怎么样,0,1
数据线长度,官网数据线的长度,1,0
你帮我打王者吗,帮忙打一下王者,0,1
我玩不过你,你这么自信，我愿意服输,1,0
我还是不明白你们是什么关系,我还不理解,1,0
打开中国地图,搜索中国地图,0,1
能不能给我讲一个笑话,讲一个搞笑的笑话,0,1
书包用英语,书包的英语怎么说,0,1
这是什么手机？怎解锁,你知道这个手机的密码吗,1,0
我要换掉我的旧手机,我要换个手机了,0,1
我爱上你了,我爱上你了无法自拔,0,1
孤独的滋味我懂,我孤独呀,1,0
手机录屏功能不小心卸载了怎么办,自带录屏功能卸载了怎么办,0,1
我可以随时叫你吗,我可以随时发信息给你吗,1,0
如果我不爱你了你怎么办,我不爱你怎么办,1,0
那我就听你的回来了啊,那你回来了,0,1
那我加你,那不如让你来加你好友,1,0
失恋了，求安慰,失恋了求夸,1,0
格林童话的简介,格林童话讲什么,0,1
我就是一个失恋的,我好像失恋了怎么办,1,0
我即便要打给你咋啦,给你打电话，不行吗,1,0
拍一下照,能拍照吗,1,0
七点28叫我,七点28的闹钟,0,1
ace一代会升安卓11吗,ace一代会适配安卓11吗,0,1
给我再说一个冷笑话,给我讲个冷笑话吧,0,1
你能给我唱首歌吗,能决不能唱一首歌给我啊宝贝,0,1
垃圾分类的烦恼,垃圾分类好麻烦,0,1
你知道我现在在想什么吗,你怎会不知道我正在想什么呢,0,1
k1的屏幕介绍,k1屏幕,0,1
声母韵母有哪些,声母韵母表,0,1
电话拨打爸爸的电话,帮我给爸爸打电话怎么打,1,0
不知道怎么回事,一会弄的啥事我都不知道,0,1
我要定闹钟,我要开闹钟,1,0
王者大乔教我说情话,我王者大乔教我说情话,0,1
我知道用英文怎么说,我知道英语怎么说,0,1
我们一起加油好不好呀,我们一起进步,0,1
晚上喝奶好不好,晚餐后喝奶好吗,0,1
你终于出来了,终于找到你了,1,0
访问号码,访问号码是什么,0,1
附近有什么自助餐,附近的自助餐厅有没有,0,1
我们玩成语接龙,来个成语接龙吧,0,1
我是小布，你给我讲个笑话,来个搞笑段,0,1
我要充电了,我给你充电吧,1,0
我不敢看,我不敢盯着看,0,1
你都能干什么呀,你都会啥,0,1
我很高兴见到你,好to meet,0,1
你是什么魔鬼,难道你不是魔鬼吗,1,0
陪我玩个游戏吧,陪我玩一会,1,0
内存视频不小心删除了能找回来吗,手机相册视频不小心删除还能还原吗,1,0
我还以为说曹操曹操到呢,说曹操曹操到,0,1
我说啥来着,我要说啥来着,0,1
说明白能咋的,说清楚啊,1,0
我听个笑话,我说个笑话,0,1
我叫做angelababy,我叫杨颖,0,1
我怎么可能会娶你呢,我不娶你,0,1
你吃饭了吗,你什么时吃饭啊,1,0
电话给老板,老板电话,0,1
自定义闹钟铃声,闹钟声音大小自定义,1,0
怎么搜卸载残留,怎么清理卸载残留,1,0
我长得很帅吧,我觉得他帅哦,1,0
哈喽，哈喽抱歉,你好我是不是真不好意思,0,1
我没有什么需要,我什么都不要,0,1
你放屁啊,我说你放屁,0,1
系统问题，足以反馈一下吗,反馈一下系统问题,0,1
在哪里可以看我买的东西,在哪里查询购买的东西,0,1
继续猜谜语,来猜谜,0,1
搜索获得wifi信号无法连接,Wi-Fi搜索到但无法连接,0,1
我超级伤心,今天我好伤心呀,0,1
我还不理解,可是我理解不了呀,0,1
我也开心,我特别开心,1,0
不我叫什么名字,我是哪里人,0,1
卸载后找回应用,打开系统可以卸载下找回吗,1,0
我是不是你最疼爱的人,我对你很重要吗,0,1
我想让你放个屁离我远点,我想让你放个屁,0,1
怎么查询有没有开通定位,没开通定位系统怎么查手机定位,0,1
你这么没出息怎么办呢,你这么没用怎么办呢,1,0
没有在充电吗,你在充电吗,1,0
手机运行内存剩余多少,运行内存是多少,0,1
申请root解锁,解锁root,0,1
我是你好朋友,我和你是好朋友,0,1
魏无羡为什么是夷陵老祖,魏无羡怎么变成夷陵老祖的,0,1
我厌恶谎言,不要用谎言伤害我的心,1,0
圆的周长怎么计算,圆的周长是什么,1,0
又变成这样了,为什么是这样子,1,0
你难道不在吗,问你在吗,1,0
你也真是自恋,你就臭美吧,0,1
电池保多久,电池寿命多久,0,1
王俊凯的粉丝,王俊凯的fans,0,1
我不想关心你,我想冷落你,0,1
我的小布内存多少,我的内存到底占多少,0,1
你知道我哪天生日吗,我的生日,1,0
帮我打开中国地图,搜索中国地图,1,0
那我吃什么,我现在能吃什么,1,0
三点叫我起来,三点起来,0,1
讲个别的故事,讲个故事讲个故事,1,0
怎么找回被删除很久的照片,手机照片可以找回吗,1,0
我睡醒了,我为什么会醒呢,1,0
小布打开笑话段子,给我讲个超级搞笑的笑话,0,1
现在是什么情况,现在是什么意思,1,0
嗯跟女孩子聊天,我要跟女生聊天,0,1
t29的官网售价,oppoA92预售官网价？,0,1
你可以用上海话吗,你会说上海话吗,0,1
我想找个美女,想找美女,0,1
你有多少个颜色,手机有几个颜色,0,1
电压过高,电池电压显示过高,0,1
你认识吴亦凡吗,吴亦凡是谁,0,1
买的手机有没有贴膜曾品,新买的手机有没有贴膜,1,0
我猜到了,我可算知道了呀,0,1
不要我了,看来你不需要我了我走了,0,1
oppocare的功能怎样,oppocare手表哪些,1,0
那那那，你知道什么,你都能回复什么问题,1,0
我忘了我的隐私密码多少,我的隐私密码忘了,1,0
来呀快活呀,走吧开心就是大家在一起,0,1
你要找死我可以帮你,你找死吗,1,0
外卖外卖,我想订外卖,1,0
那怎么知道,那你怎么知道他是好朋友呢？,1,0
没法与你交流,我不想搭理你了,0,1
我想要一点钱,可以给我点钱吗,0,1
请问这怎么回事,这该怎么办,0,1
倒计时到了,倒计时秒的计算,1,0
你不是人吧,你是不是人,1,0
我会记得的,我记不得了,1,0
你回来了吧,你真的回来了,0,1
有没有一些冷笑话，讲个,三二讲个笑话,1,0
你能不能喜欢我,那你喜不喜欢我啊,0,1
你好，小蜘蛛你好,你好蜘蛛侠是什么,1,0
无法完成指纹录制,无法完成指纹设置,1,0
不说吧我不说了,不想说你先说了,1,0
人民币对日元汇率些许,一日元等于多少人民币,0,1
不想和你说什么了,不告诉你怎么办,0,1
我啥都不知道,为啥不知道,1,0
他她他她他她他她他用英语怎么说,他她他她他她他她用英语怎么说,1,0
你最喜欢的歌手是谁,我们在打赌你最喜欢哪位歌手,0,1
radic〉,radic,1,0
你应该知道的,你知道吧,1,0
我今天不开心吗,我今天是真的很开心吗,1,0
怎么把视频剪切成音频,怎么把视频变音频,0,1
我就听到了,我必须听到了,1,0
为什么别人打我的电话总是显示重在通话中,为什么别人打我的电话都是通话中,1,0
我就不知道了,我本就不知道,0,1
亲爱的，亲爱，热爱，热闹的你看过没,亲爱的，亲爱的热爱的好看么,1,0
结束QQ,不帮我打开QQ,1,0
3g跟4g网络怎么切换网络,怎么才能把3g网络换为4g网络,0,1
你难道以为我会原谅你,我不可能原谅你,1,0
有害垃圾是什么,有害垃圾,1,0
你值多少钱,你这样的机器人要多少钱,1,0
小布再讲个笑话,打开笑话模式,0,1
我可以为你服务,很高兴能为你服务,0,1
我想恋爱了,想交男女朋友了我,0,1
帮我打开短信,打开信息,0,1
上一个三点的闹钟,定一个三点的闹钟,1,0
微博在哪里,打开微博,1,0
你几岁了,你到底几岁了,0,1
哎呀没事了,好了我没事了,1,0
怎么查看手机是不是原装,怎么查看手机是不是正品的,0,1
你的星座是什么,什么星座出的,1,0
俺想玩猜谜语,我想玩猜谜语,0,1
早发白帝城,早发白帝城古诗,1,0
你觉得你可爱吗,你觉得自己可爱吗,1,0
韩商言给佟年留言发手机号,韩商言给佟年留言,1,0
我热死了,我热死了怎么办,1,0
我的手机为啥用不了了,我的手机怎不能用了,0,1
我要下香肠派对,我要玩香肠派对,1,0
你好好休养,那就你自己好好休息吧,0,1
手机在保修期内屏幕损坏可以免费更换吗,手机屏幕损坏可以免费更换吗,0,1
没人给我做饭怎么办,没做饭怎么办啊,1,0
你智不智能,我也不知道你智不智能了,1,0
我给你打电话,打我电话给你,1,0
手机升级后为什么会发热,系统升级后手机发热,1,0
我要去吃饭,我现在要去吃饭,0,1
oppo手机怎样设置语音解锁,手机屏幕解锁怎生设置语音解锁,1,0
不开心哦,我哪不开心呢,1,0
你一点家教都没有,你真没礼貌,0,1
请你帮我讲一个冷笑话吧,讲个冷笑话,0,1
R9plus耳机接口,R9s Plus耳机接口介绍,0,1
你应有没有分过手吧,你分手过吗,0,1
明天有雨雪吗,查看一下明天的天气预报,1,0
为什么我手机突然黑屏了，然后自动关机了,手机突然黑屏关机重启,1,0
换一个脑子急转弯,说一个脑子急转弯,1,0
